Entity,Code,Year,Other renewables including bioenergy (TWh),Electricity from solar (TWh),Electricity from wind (TWh),Electricity from hydro (TWh),Electricity from nuclear (TWh),Electricity from oil (TWh),Electricity from gas (TWh),Electricity from coal (TWh)
Slovakia,SVK,2020,1.6729999780654907,0.6629999876022339,0.0040000001899898,4.517000198364258,15.444000244140623,3.559999942779541,3.690000057220459,1.830000042915344
Slovenia,SVN,2020,0.2773770093917846,0.3681960105895996,0.0062509998679161,4.934060096740723,6.352766036987305,0.0199999995529651,0.5899999737739563,4.389999866485596
Solomon Islands,SLB,2020,0.0,0.0,0.0,0.0,0.0,0.1000000014901161,0.0,0.0
Somalia,SOM,2020,0.0,0.0099999997764825,0.0099999997764825,0.0,0.0,0.3499999940395355,0.0,0.0
South Africa,ZAF,2020,0.4325157403945923,8.291375160217285,6.990339279174805,0.6949495077133179,13.94947338104248,1.4279569387435913,0.0,202.561279296875
South America,,2020,76.69767761230469,21.58018493652344,79.5948715209961,662.5346069335938,24.715023040771484,31.151723861694336,207.22756958007807,57.16234970092773
South Korea,KOR,2020,8.608856201171875,19.297853469848636,3.149797916412353,3.877229690551758,160.1837158203125,6.6992692947387695,159.92343139648438,209.8188934326172
South Sudan,SSD,2020,0.0,0.0,0.0,0.0,0.0,0.5299999713897705,0.0,0.0
South and Central America (BP),,2020,87.61103057861328,25.988012313842773,85.4542007446289,691.2461547851562,24.715023040771484,83.8776626586914,231.9340057373047,71.05349731445312
Spain,ESP,2020,6.1372389793396,20.66714096069336,56.44367599487305,30.50672721862793,58.29943084716797,10.70357894897461,69.73944854736328,6.149637222290039
Sri Lanka,LKA,2020,0.117821916937828,0.6520220637321472,0.4865594506263733,4.99566125869751,0.0,5.619999885559082,0.0,3.990000009536743
Sudan,SDN,2020,0.6700000166893005,0.0199999995529651,0.0,7.75,0.0,2.740000009536743,2.7799999713897705,0.0
Suriname,SUR,2020,0.0,0.0099999997764825,0.0,1.3600000143051147,0.0,0.9399999976158142,0.0,0.0
Sweden,SWE,2020,11.177000045776367,1.034999966621399,27.525999069213867,72.14099884033203,49.198001861572266,2.8499999046325684,0.2899999916553497,0.209999993443489
Switzerland,CHE,2020,1.968000054359436,2.5989999771118164,0.1449999958276748,37.46348571777344,22.989999771118164,3.539999961853028,0.0,0.0
Syria,SYR,2020,0.0099999997764825,0.0,0.0,0.75,0.0,5.71999979019165,9.229999542236328,0.1000000014901161
Taiwan,TWN,2020,1.9713053703308103,6.074673652648926,2.3088717460632324,3.019152402877808,31.440244674682617,4.419918537139893,99.88717651367188,125.9142074584961
Tajikistan,TJK,2020,0.0,0.0,0.0,17.0,0.0,0.8299999833106995,0.25,0.5400000214576721
Tanzania,TZA,2020,0.5400000214576721,0.0900000035762786,0.0,2.3499999046325684,0.0,2.3399999141693115,1.8600000143051147,0.0
Thailand,THA,2020,11.701059341430664,5.160098552703857,3.680054903030396,4.5398478507995605,0.0,0.7215610146522522,113.8591537475586,36.82316970825195
Timor,TLS,2020,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Togo,TGO,2020,0.0,0.0,0.0,0.0900000035762786,0.0,0.4300000071525574,0.0,0.0
Tonga,TON,2020,0.0,0.0,0.0,0.0,0.0,0.0599999986588954,0.0,0.0
Trinidad and Tobago,TTO,2020,0.0,0.0046837967820465,0.0,0.0,0.0,1.2100000381469729,6.989999771118164,0.0
Tunisia,TUN,2020,0.0,0.25,0.5,0.0599999986588954,0.0,0.0,18.729999542236328,0.0
Turkey,TUR,2020,15.764300346374512,10.950200080871582,24.82819938659668,78.09429931640625,0.0,0.3226999938488006,70.9312973022461,105.81210327148438
Turkmenistan,TKM,2020,0.0,0.0069790678098797,0.0,0.0031626410782337,0.0,5.210000038146973,14.90999984741211,0.0
Turks and Caicos Islands,TCA,2020,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
Uganda,UGA,2020,0.2800000011920929,0.0700000002980232,0.0,4.03000020980835,0.0,0.2899999916553497,0.0,0.0
Ukraine,UKR,2020,0.7554000020027161,5.369200229644775,3.2643001079559326,7.563803195953369,76.20269775390625,0.2520000040531158,14.19480037689209,40.199195861816406
United Arab Emirates,ARE,2020,0.006016437895596,4.565415382385254,0.0,0.0,1.6237918138504028,0.0030499999411404,132.7358856201172,0.0
United Kingdom,GBR,2020,39.32228088378906,13.15799045562744,75.369140625,6.753900051116943,50.27830123901367,0.8345999717712402,111.431396484375,5.50439977645874
United States,USA,2020,74.30731964111328,132.04141235351562,341.3515625,282.7804870605469,831.451416015625,18.6462516784668,1746.416015625,844.3132934570312
United States Virgin Islands,VIR,2020,0.0,0.0099999997764825,0.0,0.0,0.0,0.6299999952316284,0.0,0.0
Upper-middle-income countries,,2020,240.1888885498047,316.2357788085937,601.0502319335938,2230.803466796875,660.386474609375,72.50050354003906,1324.6025390625,5636.24267578125
Uruguay,URY,2020,0.9700000286102296,0.4600000083446502,5.440000057220459,3.950000047683716,0.0,0.1899999976158142,1.8899999856948853,0.0
Uzbekistan,UZB,2020,0.0,0.0068457038141787,0.0,4.999217033386231,0.0,1.0499999523162842,41.16999816894531,8.720000267028809
Vanuatu,VUT,2020,0.0099999997764825,0.0099999997764825,0.0,0.0,0.0,0.050000000745058,0.0,0.0
Venezuela,VEN,2020,0.0110999997705221,0.0030884379521012,0.0835181921720504,61.27790832519531,0.0,0.0,31.6200008392334,0.0
Vietnam,VNM,2020,0.1262100040912628,10.859999656677246,1.0737899541854858,73.38200378417969,0.0,1.2516000270843506,33.9517707824707,114.76499938964844
Western Africa (BP),,2020,0.2477437704801559,0.8285784721374512,0.4148054122924804,22.24959373474121,,,,
Western Sahara,ESH,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World,OWID_WRL,2020,703.9164428710938,846.2293701171875,1596.42822265625,4345.990234375,2693.978515625,661.6586303710938,6371.650390625,9439.265625
Yemen,YEM,2020,0.0,0.5,0.0,0.0,0.0,1.7999999523162842,0.949999988079071,0.0
Zambia,ZMB,2020,0.1599999964237213,0.1500000059604644,0.0,13.670000076293944,0.0,0.7300000190734863,0.0,1.2699999809265137
Zimbabwe,ZWE,2020,0.3600000143051147,0.0099999997764825,0.0,7.260000228881836,0.0,0.0399999991059303,0.0,3.440000057220459
